Company,Ticker,Date,Open,High,Low,Close,Adj Close,Volume,Market Cap,PE Ratio,Beta,EPS,Forward PE,Revenue,Gross Profit,Operating Income,Net Income,Debt to Equity,Return on Equity (ROE),Current Ratio,Dividends Paid,Dividend Yield,Quarterly Revenue Growth,Analyst Recommendation,Target Price,Free Cash Flow,Operating Margin,Profit Margin,Cash Ratio,Quick Ratio,Price to Book Ratio,Enterprise Value,Total Debt,Total Assets,Total Equity,Beta (5Y),Annual Dividend Rate,Trailing Twelve Months (TTM) Revenue,Trailing Twelve Months (TTM) EBITDA,Trailing Twelve Months (TTM) Earnings
Netflix,NFLX,2005-01-03,1.799999952,1.799999952,1.645714045,1.702857018,1.702857018,11334400,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-04,1.702857018,1.707142949,1.607143044,1.665714025,1.665714025,17352300,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-05,1.677142978,1.677142978,1.584285975,1.600000024,1.600000024,12732300,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-06,1.600000024,1.624286056,1.572857022,1.578570962,1.578570962,8273300,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-07,1.587142944,1.649999976,1.571429014,1.588570952,1.588570952,7490700,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-10,1.585713983,1.677142978,1.585713983,1.610000014,1.610000014,9934400,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-11,1.628571033,1.634286046,1.572857022,1.572857022,1.572857022,7842100,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-12,1.598570943,1.614285946,1.504286051,1.53571403,1.53571403,12446000,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-13,1.564285994,1.578570962,1.534286022,1.551429033,1.551429033,9585800,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
Netflix,NFLX,2005-01-14,1.591428995,1.634286046,1.539999962,1.618571043,1.618571043,14502600,324753000000,42.8245,,17.67,32.743786,,,,7780861952,70.338,0.34714,1.133,,,0.15,buy,718.88,22181484544,0.29614002,0.20701,,0.861,14.262457,301236000000,15981328384,,,,,,,
